word2vec-google-news-300,3000000,70,79,0.8860759493670886
glove-twitter-200,1193514,44,78,0.5641025641025641
glove-wiki-gigaword-200,400000,68,80,0.85
wikipedia2vec_enwiki_20180420-100,4530030,66,80,0.825
wikipedia2vec_enwiki_20180420-300,4530030,69,80,0.8625
your_own_corpus-50-3,85141,51,76,0.6710526315789473
your_own_corpus-50-5,85141,52,76,0.6842105263157895
your_own_corpus-100-3,85141,47,76,0.618421052631579
your_own_corpus-100-5,85141,49,76,0.6447368421052632
